Affiliation,Facility Name,Address,City,State,Zip Code,Phone,Facility Type,Behavioral Health,Dental,Pharmacy,Website
Title 1 (Tribal),Shoshone-Bannock Tribal Health Department,"Route #6, Mission Road",Fort Hall,ID,83203,(208) 238-5435,Administration,No,No,No,NULL
Title 5 (638),Squaxin Island Health Clinic,90 SE Klah-Ce-Min Dr,Shelton,WA,98584,(360) 427-9006,Health Station,No,No,No,NULL
Title 5 (638),Suquamish Tribe CHS Administration,15838 Sandy Hook Road NE,Suquamish,WA,98392,(360) 394-8468,Administration,No,No,No,NULL
Title 1 (Tribal),Table Mountain Rancheria Medical Center,23638 Sky Harbour Dr. ,Friant,CA,93626,559-822-3785 ,Health Center,Yes,Yes,No,NULL
Title 1 (Tribal),Tachi Medical Center,"16835 Alkali Drive, Suite M ",Lemoor,CA,93245, 559-924-1541 ,Health Center,No,Yes,No,http://cvih.org/home.html
Title 1 (Tribal),"Tule River Indian Health Center, Inc",380 N Reservation Rd,Porterville,CA,93257,559-784-2316,Health Center,Yes,Yes,No,http://www.trihci.org/
Title 1 (Tribal),Wapato Health Station,N/A,Wapato,WA,N/A,N/A,Health Station,No,No,No,NULL
Title 1 (Tribal),Warner Mountain Indian Health Clinic,132 Mee Thee-Uh Road,Fort Bidwell,CA,96112,530-279-6194 ,Health Center,No,No,No,http://www.ihs.gov/California/Universal/PageMain.cfm?p=231&ProgramNbr=17
Title 1 (Tribal),X-L Ranch Reservation Clinic,1034 Lakeview Highway,Alturas,CA,96101,530-223-3223,Health Center,No,Yes,No,http://www.pitriverhealthservice.org/
IHS,Yakama Indian Health Clinic,401 Buster Road,Toppenish,WA,98948,(509) 865-2102,Health Center,No,Yes,Yes,NULL
NON-IHS,Center for American Indian Resources,211 W 4th Street,Duluth,MN,55806,218-879-1227,Health Center,No,No,No,NULL
NON-IHS,East Lake Health Station,36666 Hwy 65,McGregor,MN,55760,320-532-4163 x7575,Health Station,No,No,No,NULL
NON-IHS,Escanaba Tribal Health ,524 Ludington St,Escanaba,MI,49829,906-632-5257,Health Station,No,No,No,NULL
NON-IHS,Grand Portage Health Center,62 Upper Rd,Grand Portage,MN,55605,218-475-2235,Health Center,No,No,No,NULL
NON-IHS,Grand Traverse Band Family Health Clinic,"2300 N Stallman Rd, Suite A",Suttons Bay,MI,49682,231-534-7477,Health Center,No,No,No,NULL
NON-IHS,Granite Falls Location,5744 Highway 67,Granite Falls,MN,56241,320-564-6321,Health Location,No,No,No,NULL
NON-IHS,Ho-Chunk Chemical Dependency Outpatient Program,N6520 Guy Rd,Black River Falls,WI,54615,715-84-9851,Alcohol Substance Abuse Treatment Facility,No,No,No,NULL
NON-IHS,Ho-Chunk House of Wellness Health Center,S2845 White Eagle Road,Baraboo,WI,53913,608-335-1240 x5579,Health Center,No,No,Yes,NULL
NON-IHS,Inger Tribal Health Station,Highway 46 ,Inger,MN,56636,218-335-4500,Health Station,No,No,No,NULL
NON-IHS,Keweenaw Bay Health Center,102 Superior Ave,Baraga,MI,49908,906-353-8666,Health Center,No,No,No,NULL
NON-IHS,Kinross Community Clinic,302 Watertower Dr,Kincheloe,MI,49788,906-632-5257,Health Center,No,No,No,NULL
NON-IHS,Lac Courte Oreilles Health Center,13380 W Trepania Rd,Hayward,WI,54843,715-638-5135,Health Center,No,No,Yes,NULL
NON-IHS,LaCrosse Field Health Location,724 Main Street,La Crosse,WI,54601,715-84-9851,Health Location,No,No,No,NULL
NON-IHS,LaCrosse Field Health Office,724 Main Street,La Crosse,WI,54601,715-84-9851,Health Location,No,No,No,NULL
NON-IHS,Lake Lena Health Station,45741 Grace Lake Rd,Sandstone,MN,55072,320-532-4163 x7575,Health Station,No,No,No,NULL
NON-IHS,Little River Band of Ottawa Indians Tribal Health Services,310 9th St,Manistee,MI,49660,231-723-8299,Health Center,No,No,No,NULL
NON-IHS,Little Rock Health Station,N/A,Little Rock,MN,56671,218-679-3316,Health Station,No,No,No,NULL
NON-IHS,Little Traverse Bay of Odawa Indians Outpatient Program,1080 Hager Drive,Petoskey,MI,49770,231-242-1700,Health Center,No,No,No,NULL
NON-IHS,Lower Sioux Health Location,39458 Reservation Hwy 1,Morton,MN,56270,507-697-6185,Health Location,No,No,No,NULL
NON-IHS,Maehnowesekiyah Co. Rd. G (Inpatient Chemical Dependency),N2150 Kesaehkahtek,Gresham,WI,54128,715-799-3361 or 715-799-5789,Alcohol Substance Abuse Treatment Facility,No,No,No,NULL
NON-IHS,Maehnowesekiyah Highway 6 (Inpatient Chemical Dependency),N2150 Kesaehkahtek,Gresham,WI,54128,715-799-3361 or 715-799-5789,Alcohol Substance Abuse Treatment Facility,No,No,No,NULL
NON-IHS,MBPI Health and Human Services,"1734 142nd Ave, Suite 8",Dorr,MI,49323,616-681-0360,Health Center,No,No,No,NULL
NON-IHS,Menominee Health Center,W 3275 Wolf River Drive,Keshena,WI,54135,715-799-3361 or 715-799-5789,Health Center,No,No,No,NULL
NON-IHS,Munising Health Station,622 W Superior St,Munising,MI,49862,906-632-5257,Health Station,No,No,No,NULL
IHS,Oglala Native Healing,3200 Canyon Lake Drive,Rapid City,SD,57752,605-342-8925,Alcohol Substance Abuse Treatment Facility,No,No,No,NULL
Urban,American Indian Health & Services Corporation,4141 State Steet Suite B-11 ,Santa Barbara,CA,93110,805-681-7356,Health Center,Yes,Yes,No,http://www.aihscorp.org/
NON-IHS,Naytahwaush Health Station,40520 County Hwy 34,Ogema,MN,56569,218-983-4300,Health Station,No,No,No,NULL
NON-IHS,Ne-ia-shing Health Center,43500 Migizi Drive,Onamia,MN,56359,320-532-4163 x7575,Health Center,No,No,Yes,NULL
NON-IHS,Nett Lake Health Center,5219 St. John Drive,Nett Lake,MN,55771,218-757-3295,Health Center,No,No,No,NULL
NON-IHS,St Ignace Tribal Health Center,1140 N State St,St. Ignace,MI,49781,906-632-5257,Health Center,No,No,No,NULL
IHS,Arapahoe Health Center,14 Great Plains Road,Arapahoe,WY,82510,307-856-9281,Health Center,Yes,Yes,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_windriver
IHS,Blackfeet Community Hospital,760 Hospital Circle,Browning,MT,59417,406-338-6230,Hospital,Yes,Yes,Yes,http://www.ihs.gov/billings/index.cfm?module=bao_su_blackfeet
IHS,Crow Hospital,10110 South 7650 East,Crow Agency,MT,59022,406-638-2626,Hospital,No,No,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_crow
IHS,Fort Washakie Health Center,29 Black Coal Drive,Fort Washakie,WY,82514,307-332-9416,Health Center,Yes,Yes,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_windriver
IHS,Eagle Child Health Station,123 Whitecow Canyon Road,Hays,MT,59527,406-353-3195,Health Station,No,No,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_ftbelknap
IHS,Heart Butte Health Station,81 Disney,Heart Butte,MT,59448,406-338-2151,Health Station,Yes,Yes,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_blackfeet
IHS,Lame Deer Health Center,100 Cheyenne Avenue,Lame Deer,MT,59043,406-477-4454,Health Center,No,No,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_windriver
IHS,Lodge Grass Health Center,Harding Avenue,Lodge Grass,MT,59050,406-638-3461,Health Center,No,No,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_crow
IHS,Poplar Health Center,107 H Street E,Poplar,MT,59255,406-768-3491,Health Center,No,No,No,NULL
IHS,Pryor Health Station,Pryor Gap Road,Pryor,MT,59066,406-638-3461,Health Station,No,No,No,http://www.ihs.gov/billings/index.cfm?module=bao_su_crow
Title 1 (Tribal),Red Bluff Dental Clinic,343 Oak Street,Red Bluff,CA,96080,530-529-2567 ,Dental Clinic,No,Yes,No,http://nvih.org/
IHS,Wolf Point Health Center,550 6th Ave North,Wolf Point,MT,59201,406-653-1641,Health Center,No,No,No,NULL
Title 1 (Tribal),Cabazon Band of Mission Indians Clinic,84-245 Indio Springs Drive,Indio,CA,92203,760-342-2593,Health Center,No,No,No,http://www.ihs.gov/California/Universal/PageMain.cfm?p=231&ProgramNbr=39
Urban,Friendship House Association of American Indians (San Francisco),56 Julian Ave,San Francisco,CA,94103,415-865-0964,Behavioral Health Facility,Yes,No,No,http://www.ihs.gov/California/Universal/PageMain.cfm?p=231&ProgramNbr=46
Urban,"Native Directions, Inc. (Manteca)",13505 North Union Road,Manteca,CA,95336,209-858-2421,Behavioral Health Facility,Yes,No,No,http://www.ihs.gov/California/Universal/PageMain.cfm?p=231&ProgramNbr=52
Title 5 (638),Benewah Medical Center,1115 B St,Plummer,ID,83851,(208) 686-5072,Health Center,Yes,Yes,Yes,NULL
Title 1 (Tribal),Camp Verde Health Center,2121 West Reservation Loop Road,Camp Verde,AZ,86322,N/A,Health Center,No,No,No,NULL
IHS,Fort Yuma Health Center (Winterhaven),1 Indian Hill Road,Winterhaven,CA,92283,760-572-0217,Health Center,No,No,No,NULL
Title 1 (Tribal),Kaibab-Paiute Health Station (includes Alcohol Program),N/A,Fredonia,AZ,N/A,N/A,Health Station,No,No,No,NULL
Title 5 (638),Las Vegas Paiute Health Station,1257 PAIUTE CIRCLE,Las Vegas,NV,89106,702-382-0784,Health Station,No,No,No,NULL
IHS,Nevada Skies Youth Wellness Center,104 Big Bend Ranch Road,Wadsworth,NV,89442,775-352-6840,Alcohol Substance Abuse Treatment Facility,Yes,No,No,NULL
Title 5 (638),Moapa Health Station,#1 Lincoln Street,Moapa,NV,89025,N/A,Health Station,No,No,No,NULL
IHS,Desert Visions Youth Wellness Center,P.O. Box 458,Sacaton,AZ,85347,520-562-3801,Alcohol Substance Abuse Treatment Facility,Yes,No,No,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_yw_desertvision
NULL,Elko IHS A/C,N/A,Elko,NV,89801,N/A,NULL,No,No,No,NULL
Title 5 (638),Hu-Hu-Kam Memorial Hospital (Sacaton),483 W. SEED FARM ROAD,Sacaton,AZ,85247,N/A,Hospital,No,No,No,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_gilariver
Urban,"Native American Community Health Center, Inc.","3008 N 3rd Street, Suite 310",Phoenix,AZ,N/A,602-279-5262 ext. 3410,Health Center,No,No,Yes,NULL
Urban,Indian Walk In Center,120 West 1300 South,Salt Lake City,UT,84115,801-214-7656 or 801-486-4877,Health Location,No,No,No,NULL
IHS,San Carlos Hospital,238 CIBEQUE CIRCLE,San Carlos,AZ,85550,928-475-2371,Hospital,No,No,Yes,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_sanCarlos
IHS,Supai Canyon Health Station,Main Street,Supai,AZ,86435,928-669-2137,Health Station,No,No,No,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_coloradoRiver
IHS,Whiteriver Hospital,HWY 73 MILE POST 342,WHITERIVER,AZ,85941,928-338-3501,Hospital,No,No,Yes,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_whiteriver
Title 5 (638),Red Lake Comprehensive Health ,24760 Hospital Drive,Red Lake,MN,56671,218-679-3316,Health Center,No,No,No,NULL
IHS,Chemawa Indian School,3700 Chemawa Road NE,Salem,OR,97305,N/A,Health Center,No,No,No,NULL
IHS,Chemawa Indian Health Center,3750 Chemawa Road NE,Salem,OR,97305,(503) 304-7600,Health Center,Yes,Yes,No,NULL
Urban,Gerald L Ignace Indian Health Center (Milwaukee),1711 South 11th Street,Milwaukee,WI,53204,414-383-9526,Health Center,NULL,NULL,NULL,http://www.gliihc.net/Pages/default.aspx
Urban,American Indian Health and Family Services of SE Michigan,4880 Lawndale St,Detroit,MI,48210,313-846-6030,Health Center,NULL,NULL,NULL,http://www.aihfs.org
Urban,American Indian Health Services of Chicago,4085 North Broadway,Chicago,IL,60613,773-883-9100,Health Center,NULL,NULL,NULL,http://www.aihschicago.org
Urban,Indian Health Board of Minneapolis,1315 E 24th St,Minneapolis,MN,55404,612-721-9800,Health Center,NULL,Yes,NULL,http://www.indianhealthboard.com
Urban,Baltimore LifeLines - Boston Satellite,2077 Centre St,West Roxbury,MA,2132,857-203-9680,Other,NULL,NULL,NULL,http://www.nativeamericanlifelinesofboston.org
Urban,Native Health of Spokane,1803 West Maxwell Avenue,Spokane,WA,99201,509-325-7535,Health Center,Yes,Yes,NULL,http://www.nativeproject.org
Tribal,Winnebago Tribal Health,225 South Bluff Street,Winnebago,NE,68071,N/A,Other,NULL,NULL,NULL,NULL
Tribal,Oglala Sioux Tribal Health,E. Highway 18,Pine Ridge,SD,57770,N/A,Other,NULL,NULL,NULL,NULL
Title 5 (638),Chickasaw Nation Medical Center,1921 Stonecipher Blvd.,Ada,OK,74820,(580) 436-3980,Hospital,Yes,Yes,Yes,http://www.chickasaw.net/services/index_5311.htm
Title 5 (638),Five Directions Treatment Center,121 Iowa St,Klamath Falls,OR,97601,541-882-1863,Behavioral Health Facility,Yes,NULL,NULL,http://www.ihs.gov/medicalprograms/behavioral/documents/yrtc-profiles.pdf
Title 5 (638),Graf Rheeneerhaanjii,2550 Lawlor Road,Fairbanks,AK,99708,907-455-4725,Behavioral Health Facility,Yes,NULL,NULL,http://www.tananachiefs.org/graf.htm
NULL,Navajo Regional Behavioral Health Center,Hwy 491 North,Shiprock,NM,87420,505-368-1429,Behavioral Health Facility,Yes,NULL,NULL,http://www.ihs.gov/medicalprograms/behavioral/documents/yrtc-profiles.pdf
Urban,"Native American Health Center, Oakland",3124 International Boulevard,Oakland,CA,94601,510-535-4400,Health Center,NULL,NULL,NULL,NULL
IHS,Crow Health Location,10110 South 7650 East,Crow Agency,MT,59022,406-638-3461,Health Location,NULL,NULL,NULL,NULL
IHS,Sherman Indian Boarding School,9010 Magnolia Avenue,Riverside,CA,92503,N/A,School Health Center,NULL,NULL,NULL,NULL
Title 5 (638),Gila River Criminal Justice Facility,669 W Seedfarm Rd,Sacaton,AZ,85147,N/A,Health Station,NULL,NULL,NULL,NULL
Title 5 (638),Northern Valley Indian Health - Children's Center,277 Cohasset Road,Chico,CA,95926,N/A,Health Center,NULL,NULL,NULL,NULL
Title 1 (Tribal),Manchester-Point Arena Clinic,24 Mamie Laiwa Rd,Point Arena,CA,95468,N/A,Health Station,NULL,NULL,NULL,NULL
Title 5 (638),Consolidated Tribal Health Program,6991 N State Street,Redwood Valley,CA,95470,N/A,Health Center,NULL,NULL,NULL,NULL
Title 1 (Tribal),La Posta Outreach Substance Abuse Center,8 Crestwood Road,Boulevard,CA,91905,619-445-1188,Behavioral Health Facility,Yes,NULL,NULL,http://www.southernindianhealth.org
Title 1 (Tribal),Santa Ynez Tribal Health Behavioral Health,90 Via Juana Lane,Santa Ynez,CA,93460,805-688-7070,Behavioral Health Facility,Yes,NULL,NULL,http://www.sythc.com
IHS,Tuscarora CHS Program,2015 Mount Hope Road,Lewiston,NY,14092,716-297-0310,Health Location,NULL,NULL,NULL,NULL
Urban,American Indian Community House,134 West 29th Street,New York,NY,10001,212-598-0100,Other,Yes,No,No,http://www.aich.org
Urban,Baltimore American Indian Center,106 West Clay Street,Baltimore,MD,21201,410-837-2258,Other,NULL,NULL,NULL,http://nativeamericanlifelines.org/Contact-Us.php
Title 5 (638),CIHA BABY LOVE,P.O. Box 666,Cherokee,NC,28719,828-554-6881,Other,NULL,NULL,NULL,NULL
Title 5 (638),CIHA Women's Wellness Center,P.O. Box 736,Cherokee,NC,28719,828-497-8178,Other,NULL,NULL,NULL,NULL
Title 1 (Tribal),Wassaja Memorial Health Center,16240 North Fort McDowell Road ,Fort McDowell,AZ,85264,480-789-7520,Health Center,No,No,No,NULL
Title 5 (638),Kanza Health Center,3151 East River Rd,Newkirk,OK,74647,(580) 362-1039,Health Center,No,Yes,Yes,NULL
Title 5 (638),MBCI Women's Wellness,210 Hospital Circle,Choctaw,MS,39350,601-656-2211,Other,NULL,NULL,NULL,NULL
Title 5 (638),MBCI Outpatient Clinic,210 Hospital Circle,Choctaw,MS,39350,601-656-2211,Health Station,Yes,Yes,No,NULL
IHS,New Sunrise Regional Treatment Center,20 Mocking Drive,Acoma,NM,87034,505-552-5509,Behavioral Health Facility,Yes,NULL,NULL,http://www.ihs.gov/albuquerque/newsunrise/
Title 1 (Tribal),Santo Domingo Health Center,W 85 Hwy 22,Santo Domingo Pueblo,NM,87052,505-465-3060,Health Station,Yes,Yes,Yes,NULL
